frame,shoulder_tilt,spine_alignment,left_hand_raised_x,right_hand_raised_x,speed,smile_curvature,eyebrow_raise_avg,left_hand_raised_y,right_hand_raised_y,left_hand_speed,right_hand_speed,sentiment
25,0.04732302415451778,0.02433164417743683,False,False,0.004856864551041712,-0.07635913140013192,-0.03642486035823822,,,,,neutral
26,0.04922448573589026,0.03430907428264618,True,False,0.0033495552125381127,-0.09816051867316633,-0.03633384406566617,,,,,friendly
27,0.017934548178759783,0.029601678252220154,True,False,0.00022400825965774627,-0.1138183659481766,-0.036008074879646274,,,,,confident
28,0.022623308515321454,0.012685507535934448,True,False,0.001292198351691979,-0.0717895044349208,-0.03155739605426791,True,,0.2247559344355495,,confident
29,0.05482271858249229,0.003879368305206299,True,False,0.0028976529617786564,-0.0628142175190605,-0.029948502779006986,True,,0.01353225585823767,,neutral
30,0.06838427462598107,0.00833652913570404,True,False,0.0036566006749360514,-0.053943573615211717,-0.027666717767715454,True,,0.027790550086277257,,neutral
31,0.08618667240750717,0.008471488952636719,True,False,0.0025389006449699544,-0.05460398540929668,-0.02991318702697751,True,,0.050555983747254535,,excited/anxious
32,0.07993228936232098,0.0277937650680542,True,False,0.03189367784377119,-0.15307478418677803,-0.030240073800087003,True,,0.03261326183810031,,friendly
33,0.08477712204185292,0.034233301877975464,True,False,0.003893099699060039,-0.10676810615873943,-0.033645883202552795,True,,0.025469174556966227,,friendly
34,0.07717536415084457,0.03455834090709686,True,False,0.0004888345059688232,-0.09279386313208705,-0.037757337093353244,True,,0.0330644157357479,,friendly
35,0.0687955530504752,0.03210678696632385,True,False,0.0015774522783237354,-0.0758355513904245,-0.0310477614402771,True,,0.05712343849810305,,excited/anxious
36,0.076083936642749,0.023495838046073914,True,False,0.011008743492818484,-0.04190843448329406,-0.032257258892059354,True,,0.05910933669926384,,excited/anxious
37,0.07534662956330906,0.01791965961456299,True,False,0.008133833844900644,-0.025751527243403245,-0.030703410506248502,True,,0.03179025690099684,,neutral
38,0.07413014364327675,0.015419870615005493,True,False,0.0027518573081021895,-0.028879866630650394,-0.03044651448726654,True,,0.042685064832856494,,neutral
39,0.10318510835834152,0.018075749278068542,True,False,0.002374811118630606,-0.04238835002478251,-0.03130209445953369,True,,0.06958610263722889,,excited/anxious
40,0.07284517925230746,0.016931787133216858,True,False,0.004828639735808445,-0.0751820257760188,-0.032462939620018005,True,,0.04202190011570029,,neutral
41,0.06966356868408541,0.023704975843429565,True,False,0.008463864758189377,-0.036707082032196,-0.03075575828552246,True,,0.021526155502492785,,neutral
42,0.060391905815996294,0.02201007306575775,True,False,0.0015965116219839085,-0.12082996308279409,-0.03260803222656253,True,,0.023818726993189748,,friendly
43,0.06644443501158534,0.0254603773355484,True,False,0.0016015148667719548,-0.032675490009225865,-0.026710554957389804,True,,0.03465586182128462,,neutral
44,0.07500595080085931,0.025353580713272095,True,False,0.004682284854408473,-0.028713267279656153,-0.02765025198459628,True,,0.04846868440857306,,excited/anxious
45,0.07338479206255502,0.0231143981218338,True,False,0.005770596995220812,-0.021153035318292497,-0.02752637863159177,True,,0.01315760961694476,,neutral
46,0.07624415175853275,0.02464093267917633,True,False,0.0014559377636809286,-0.02706986186357936,-0.027301907539367648,True,,0.04041118795817697,,neutral
47,0.0795006711654418,0.028522640466690063,True,False,0.0006063882366422843,-0.08700234988580587,-0.028377711772918673,True,,0.06188554390210208,,excited/anxious
48,0.06925833953816514,0.027211099863052368,True,False,0.0014203765214198414,-0.08506171132031713,-0.029818445444107056,False,,0.052088095018679496,,excited/anxious
49,0.06373603350532422,0.03898786008358002,True,False,0.014445153410703201,-0.0729947726368777,-0.02672252058982849,False,,0.008157626710924246,,neutral
50,0.05853714221375224,0.036568865180015564,True,False,0.006492074585532065,-0.08408750193918567,-0.031075343489646884,True,,0.006937981861614584,,friendly
51,0.028784837819673243,0.02684265375137329,True,False,0.013097760384869263,-0.11886814023983042,-0.03161458671092987,False,,0.00849979488152876,,confident
52,0.03574585191554894,0.028679221868515015,True,False,0.0030618071985646315,-0.05599498390420586,-0.02981264889240265,False,,0.030583619813817603,,neutral
53,0.026655854091437666,0.029116183519363403,True,False,0.0021647183649501256,-0.06985428035397624,-0.028422430157661466,False,,0.0440880946845893,,confident
54,0.0033097305709396054,0.03282628953456879,False,False,0.0040095590299402545,-0.0785280357286951,-0.02905030548572543,False,,0.05224645098092358,,excited/anxious
55,0.0631708037506286,0.01868961751461029,False,False,0.008630958095997548,-0.045176639749780395,-0.027657315135002136,False,,0.07185800247822537,,excited/anxious
56,0.09269035405538426,0.047979384660720825,False,False,0.005810966357933487,-0.037504151955417196,-0.031570002436637906,False,False,0.0816765067974728,,excited/anxious
57,0.08761173892272638,0.03941783308982849,False,False,0.004301878965353138,-0.06404009649317638,-0.030385375022888184,False,False,0.09253728834314481,0.06385601982430078,excited/anxious
58,0.07809787511297388,0.031221449375152588,False,False,0.005724413875081141,0.016926354454287237,-0.030552014708518982,,False,,0.10221402288280486,excited/anxious
59,0.07345036786143624,0.02014179527759552,False,False,0.0008845324826367944,-0.06989627268683024,-0.027884632349014254,,,,,neutral
60,0.040903634169971816,0.00933411717414856,False,False,0.008738594283431994,-0.07050337290979763,-0.028965815901756314,,,,,neutral
61,0.038797875795584476,0.012569412589073181,False,False,0.006852925215688745,-0.04355924288942212,-0.029769092798233032,,,,,neutral
62,0.029051280723054424,0.010889679193496704,False,False,0.003987542041560961,-0.04108003659050497,-0.030306264758110074,,,,,confident
63,0.02240947633920683,0.00845906138420105,False,False,0.0005627050225859352,-0.040539642956823815,-0.029653027653694153,,,,,confident
64,0.021504059539756183,0.007970422506332397,False,False,0.0001336276715996793,-0.046479263031753475,-0.029277876019477844,,,,,confident
65,0.021420378586905833,0.008116960525512695,False,False,0.0001943462433733845,-0.05106788376005475,-0.028704240918159513,,,,,confident
66,0.022657540628955117,0.007481440901756287,False,False,0.00010926084171468811,-0.05662756620468723,-0.028534129261970492,,,,,confident
67,0.023925260296465568,0.007435977458953857,False,False,5.7829715261838146e-05,-0.053947869378082706,-0.028066441416740417,,,,,confident
68,0.025668011805223497,0.007182762026786804,False,False,2.593076077592358e-05,-0.051008568734369236,-0.027452677488327,,,,,confident
69,0.026659963018390298,0.0068253278732299805,False,False,2.963076326121161e-05,-0.04752082370071839,-0.028116464614868164,,,,,confident
70,0.025285496983903324,0.003872901201248169,False,False,0.00014646525302036809,-0.05469937288992657,-0.028046309947967557,,,,,confident
71,0.02345119711991739,0.0010943859815597534,False,False,0.0002010254017639751,-0.049185870346368975,-0.028386205434799194,,,,,confident
72,0.0209616141982068,0.0006376355886459351,False,False,1.8449057807852464e-05,-0.06461159947152259,-0.03485646843910217,,,,,confident
73,0.019350142463805283,0.00026129186153411865,False,False,3.230049339158249e-05,-0.059743644094213254,-0.034482821822166415,,,,,confident
74,0.017884602233144174,0.0002174675464630127,False,False,0.0004853884329622932,-0.06012902084941556,-0.034450501203537015,,,,,confident
75,0.01437639784701662,5.373358726501465e-05,False,False,4.749214911785648e-05,-0.045137427516396926,-0.03409719467163086,,,,,confident
76,0.012034535075675134,0.0001513063907623291,False,False,0.00013731607536369837,-0.03771844236828048,-0.032076194882392856,,,,,confident
77,0.010158011562506767,0.0010070502758026123,False,False,0.0005031057213830145,-0.026749675407574003,-0.030241593718528803,,,,,confident
78,0.009066014651041994,0.0017234086990356445,False,False,0.0008814488555163232,-0.01934877283054577,-0.029522910714149475,,,,,confident
79,0.008878403844000423,0.0017887800931930542,False,False,0.0004724839099961115,-0.018355277993191105,-0.02915981411933896,,,,,confident
80,0.009706339179400992,0.0033106207847595215,False,False,0.0007450918046938834,-0.0187598838230886,-0.029244795441627502,,,,,confident
